# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=6][T/m^n] 
+0.0000000000000000e+00 -7.1794745548534100e-01 +1.5247363675341792e+00 +1.2954411805210906e+01 +7.1815023198040819e+01 +1.2427075922609367e+04 -1.9031684731376619e+05 -5.0556241007575788e+07 
-1.0000000000000001e-01 -7.1794761107363259e-01 +1.5246796066827923e+00 +1.2922150867312345e+01 +7.2674438897331967e+01 +1.3103981437597424e+04 -1.9202099746841771e+05 -5.3774943760749452e+07 
-2.0000000000000001e-01 -7.1794782794929235e-01 +1.5246320310268802e+00 +1.2890709118495373e+01 +7.2846336292065033e+01 +1.3801300609631346e+04 -1.8846209030977287e+05 -5.7131667822367892e+07 
-3.0000000000000004e-01 -7.1794808707810953e-01 +1.5245920281354137e+00 +1.2859942181939697e+01 +7.2466198695145380e+01 +1.4510539738984906e+04 -1.8072117610886085e+05 -6.0571118682293721e+07 
-4.0000000000000002e-01 -7.1794836942597473e-01 +1.5245579855726059e+00 +1.2829705698546494e+01 +7.1669509496753662e+01 +1.5223204765513909e+04 -1.6987930579553972e+05 -6.4038000134402700e+07 
-5.0000000000000000e-01 -7.1794865595878976e-01 +1.5245282909009443e+00 +1.2799855310856390e+01 +7.0591752248104825e+01 +1.5930801612024790e+04 -1.5701753167097716e+05 -6.7477015977921590e+07 
-5.9999999999999998e-01 -7.1794892764237528e-01 +1.5245013317065921e+00 +1.2770246647617443e+01 +6.9368410089605618e+01 +1.6624836511453061e+04 -1.4321690428018104e+05 -7.0832871631519318e+07 
-6.9999999999999996e-01 -7.1794916544246801e-01 +1.5244754955997812e+00 +1.2740735319165049e+01 +6.8134965933988084e+01 +1.7296816130408512e+04 -1.2955847377455082e+05 -7.4050274783211082e+07 
-7.9999999999999993e-01 -7.1794935032465335e-01 +1.5244491702377716e+00 +1.2711176903994053e+01 +6.7026901966258478e+01 +1.7938247864179029e+04 -1.1712328720079207e+05 -7.7073936865572304e+07 
-8.9999999999999991e-01 -7.1794946325425169e-01 +1.5244207433317216e+00 +1.2681426930878043e+01 +6.6179699617036562e+01 +1.8540640206776847e+04 -1.0699238857514974e+05 -7.9848574863901839e+07 
-9.9999999999999989e-01 -7.1794948519629964e-01 +1.5243886026625788e+00 +1.2651340872077894e+01 +6.5728839277236347e+01 +1.9095502918640759e+04 -1.0024681744790275e+05 -8.2318912181982353e+07 
-1.0999999999999999e+00 -7.1794940577778787e-01 +1.5243516340893362e+00 +1.2620954574494350e+01 +6.5773347437522830e+01 +1.9594916911371492e+04 -9.7677425049646146e+04 -8.4438376948833942e+07 
-1.2000000000000000e+00 -7.1794924938320248e-01 +1.5243108105974628e+00 +1.2591036593206121e+01 +6.6263641814134274e+01 +2.0033248955733106e+04 -9.8901023592964644e+04 -8.6196169389536411e+07 
-1.3000000000000000e+00 -7.1794904911404556e-01 +1.5242676508685320e+00 +1.2562541427276038e+01 +6.7112275522685508e+01 +2.0405438893104743e+04 -1.0323747429625204e+05 -8.7590677274272680e+07 
-1.4000000000000001e+00 -7.1794883807195042e-01 +1.5242236735075418e+00 +1.2536423596890652e+01 +6.8231803506455677e+01 +2.0706426096693089e+04 -1.1000664822570884e+05 -8.8620285911660030e+07 
