# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=6][T/m^n] 
+0.0000000000000000e+00 -1.1080409495702712e+00 +2.3891140212687492e+00 +2.0539737118050166e+01 -4.3270725370359784e+01 +2.6970507593181865e+04 +4.4874691902040719e+05 -1.0507242460566619e+08 
+1.0000000000000001e-01 -1.1080418544115651e+00 +2.3890552180274449e+00 +2.0535892754939379e+01 -4.2585914190054176e+01 +2.7063904320721558e+04 +4.4829655808344745e+05 -1.0567452581986420e+08 
+2.0000000000000001e-01 -1.1080427655203924e+00 +2.3889557972205457e+00 +2.0525675590726838e+01 -4.0891157933833505e+01 +2.7287615159098736e+04 +4.4169805081543868e+05 -1.0690809122952494e+08 
+3.0000000000000004e-01 -1.1080436873480219e+00 +2.3888207786901687e+00 +2.0510425938108771e+01 -3.8273928339181374e+01 +2.7612991961156040e+04 +4.2954378501484270e+05 -1.0863219398666064e+08 
+4.0000000000000002e-01 -1.1080446243455531e+00 +2.3886551823026041e+00 +2.0491484092362747e+01 -3.4821698089413644e+01 +2.8011386846081885e+04 +4.1242615522832546e+05 -1.1070590817302927e+08 
+5.0000000000000000e-01 -1.1080455809639727e+00 +2.3884640279443894e+00 +2.0470190335009754e+01 -3.0621940558556652e+01 +2.8454152145058768e+04 +3.9093756066141994e+05 -1.1298830863237090e+08 
+5.9999999999999998e-01 -1.1080465616542396e+00 +2.3882523355030298e+00 +2.0447884943464402e+01 -2.5762129077331622e+01 +2.8912640218569701e+04 +3.6567040017830412e+05 -1.1533847015025473e+08 
+6.9999999999999996e-01 -1.1080475708672308e+00 +2.3880251248678084e+00 +2.0425908180951591e+01 -2.0329736835736504e+01 +2.9358203659480001e+04 +3.3721707119436644e+05 -1.1761546849437843e+08 
+7.9999999999999993e-01 -1.1080486130538461e+00 +2.3877874159096355e+00 +2.0405600308344390e+01 -1.4412236103344837e+01 +2.9762195069148562e+04 +3.0616996435699431e+05 -1.1967837940052429e+08 
+8.9999999999999991e-01 -1.1080496926650842e+00 +2.3875442284762105e+00 +2.0388301590895612e+01 -8.0970979809052928e+00 +3.0095966943196770e+04 +2.7312146159065317e+05 -1.2138627811562358e+08 
+9.9999999999999989e-01 -1.1080508141520002e+00 +2.3873005823855342e+00 +2.0375352290629820e+01 -1.4717920232885819e+00 +3.0330871817112638e+04 +2.3866393312397547e+05 -1.2259824013507369e+08 
+1.0999999999999999e+00 -1.1080519818092214e+00 +2.3870607810474826e+00 +2.0367817575752220e+01 +5.3765226074806662e+00 +3.0444750357874782e+04 +2.0335601424878096e+05 -1.2320623771064347e+08 
+1.2000000000000000e+00 -1.1080531992221065e+00 +2.3868263366286335e+00 +2.0365656564835437e+01 +1.2359708282029073e+01 +3.0441634640537406e+04 +1.6763337627753193e+05 -1.2323473388708228e+08 
+1.3000000000000000e+00 -1.1080544697778132e+00 +2.3865980820902544e+00 +2.0368550394447858e+01 +1.9388825743816689e+01 +3.0332165799782997e+04 +1.3190391209593636e+05 -1.2274154853410739e+08 
+1.4000000000000001e+00 -1.1080557968635116e+00 +2.3863768503595786e+00 +2.0376180204032334e+01 +2.6374936685950466e+01 +3.0126985009973643e+04 +9.6575508370282085e+04 -1.2178450203090027e+08 
+1.5000000000000002e+00 -1.1080571838665201e+00 +2.3861634743132747e+00 +2.0388227156118884e+01 +3.3229104179488225e+01 +2.9836733102100123e+04 +6.2056043129381425e+04 -1.2042141345123728e+08 
+1.6000000000000003e+00 -1.1080586341741567e+00 +2.3859587867797649e+00 +2.0404372416857413e+01 +3.9862392517926473e+01 +2.9472050972459427e+04 +2.8753386849042003e+04 -1.1871010262182011e+08 
+1.7000000000000004e+00 -1.1080601511738735e+00 +2.3857636205310979e+00 +2.0424297175481051e+01 +4.6185867410272749e+01 +2.9043579221506632e+04 -2.9245986318043128e+03 -1.1670838843389599e+08 
+1.8000000000000005e+00 -1.1080617382532003e+00 +2.3855788082800093e+00 +2.0447682638346883e+01 +5.2110595973066395e+01 +2.8561958287521404e+04 -3.2570059881917852e+04 -1.1447408953839278e+08 
+1.9000000000000006e+00 -1.1080633987997841e+00 +2.3854051826663136e+00 +2.0474210034502196e+01 +5.7547647091275984e+01 +2.8037828367613351e+04 -5.9775153957811439e+04 -1.1206502405333412e+08 
+2.0000000000000004e+00 -1.1080651362013467e+00 +2.3852435762705961e+00 +2.0503560612623630e+01 +6.2408090928726999e+01 +2.7481829487374762e+04 -8.4132045261070743e+04 -1.0953900991941069e+08 
